seconds,timestamp,tc_201
432.103,2023-07-10 07:13:06.528,22.808743
433.035,2023-07-10 07:13:07.478,22.800873
434.076,2023-07-10 07:13:08.515,22.809051
435.003,2023-07-10 07:13:09.466,22.822867
436.053,2023-07-10 07:13:10.502,22.801907
437.104,2023-07-10 07:13:11.539,22.800393
438.032,2023-07-10 07:13:12.490,22.814939
439.088,2023-07-10 07:13:13.526,22.824254
440.009,2023-07-10 07:13:14.477,22.828198
441.046,2023-07-10 07:13:15.514,22.827753
442.084,2023-07-10 07:13:16.550,22.824363
443.112,2023-07-10 07:13:17.587,22.821119
444.048,2023-07-10 07:13:18.538,22.793127
445.095,2023-07-10 07:13:19.574,22.802168
446.021,2023-07-10 07:13:20.438,22.805603
447.063,2023-07-10 07:13:21.562,22.8129
448.102,2023-07-10 07:13:22.598,22.809733
449.04,2023-07-10 07:13:23.462,22.794995
450.096,2023-07-10 07:13:24.586,22.815302
451.021,2023-07-10 07:13:25.450,22.802579
452.078,2023-07-10 07:13:26.573,22.80663
453.113,2023-07-10 07:13:27.610,22.803852
454.055,2023-07-10 07:13:28.474,22.800639
455.101,2023-07-10 07:13:29.597,22.794216
456.042,2023-07-10 07:13:30.461,22.814125
457.083,2023-07-10 07:13:31.498,22.818989
458.109,2023-07-10 07:13:32.621,22.811494
459.039,2023-07-10 07:13:33.485,22.807296
460.088,2023-07-10 07:13:34.522,22.811836
461.011,2023-07-10 07:13:35.472,22.811285
462.055,2023-07-10 07:13:36.509,22.806021
463.101,2023-07-10 07:13:37.546,22.797876
464.034,2023-07-10 07:13:38.496,22.809377
465.076,2023-07-10 07:13:39.533,22.801676
466.112,2023-07-10 07:13:40.570,22.816926
467.047,2023-07-10 07:13:41.520,22.814611
468.087,2023-07-10 07:13:42.557,22.822585
469.01,2023-07-10 07:13:43.507,22.81253
470.062,2023-07-10 07:13:44.544,22.799968
471.103,2023-07-10 07:13:45.581,22.81605
472.032,2023-07-10 07:13:46.445,22.815827
473.072,2023-07-10 07:13:47.568,22.801123
474.107,2023-07-10 07:13:48.605,22.817992
475.048,2023-07-10 07:13:49.469,22.813954
476.096,2023-07-10 07:13:50.592,22.796717
477.032,2023-07-10 07:13:51.456,22.807317
478.086,2023-07-10 07:13:52.579,22.819207
479.008,2023-07-10 07:13:53.443,22.811093
480.061,2023-07-10 07:13:54.480,22.813676
481.107,2023-07-10 07:13:55.603,22.800179
482.043,2023-07-10 07:13:56.467,22.801971
483.098,2023-07-10 07:13:57.590,22.81333
484.044,2023-07-10 07:13:58.541,22.808344
485.095,2023-07-10 07:13:59.578,22.810766
486.019,2023-07-10 07:14:00.442,22.818545
487.068,2023-07-10 07:14:01.565,22.809378
488.106,2023-07-10 07:14:02.602,22.805301
489.045,2023-07-10 07:14:03.466,22.812232
490.091,2023-07-10 07:14:04.589,22.796866
491.008,2023-07-10 07:14:05.453,22.804727
492.054,2023-07-10 07:14:06.490,22.805421
493.1,2023-07-10 07:14:07.613,22.816228
494.044,2023-07-10 07:14:08.477,22.790321
495.095,2023-07-10 07:14:09.514,22.80406
496.008,2023-07-10 07:14:10.464,22.792563
497.049,2023-07-10 07:14:11.501,22.807779
498.102,2023-07-10 07:14:12.538,22.806169
499.04,2023-07-10 07:14:13.488,22.807398
500.085,2023-07-10 07:14:14.525,22.80697
501.007,2023-07-10 07:14:15.475,22.796797
502.059,2023-07-10 07:14:16.512,22.804555
503.105,2023-07-10 07:14:17.549,22.803091
504.041,2023-07-10 07:14:18.499,22.795198
505.099,2023-07-10 07:14:19.622,22.800139
506.05,2023-07-10 07:14:20.486,22.785302
507.101,2023-07-10 07:14:21.523,22.79923
508.028,2023-07-10 07:14:22.474,22.803547
509.077,2023-07-10 07:14:23.510,22.800215
510.113,2023-07-10 07:14:24.634,22.814964
511.055,2023-07-10 07:14:25.498,22.812711
512.1,2023-07-10 07:14:26.534,22.806274
513.035,2023-07-10 07:14:27.485,22.809777
514.074,2023-07-10 07:14:28.522,22.812744
515.113,2023-07-10 07:14:29.558,22.815856
516.053,2023-07-10 07:14:30.509,22.812073
517.095,2023-07-10 07:14:31.546,22.79972
518.02,2023-07-10 07:14:32.496,22.815385
519.081,2023-07-10 07:14:33.533,22.803573
520.114,2023-07-10 07:14:34.570,22.797923
521.053,2023-07-10 07:14:35.520,22.801033
522.105,2023-07-10 07:14:36.557,22.795376
523.049,2023-07-10 07:14:37.507,22.79252
524.102,2023-07-10 07:14:38.544,22.791507
525.047,2023-07-10 07:14:39.494,22.803958
526.095,2023-07-10 07:14:40.531,22.807277
527.024,2023-07-10 07:14:41.482,22.805239
528.068,2023-07-10 07:14:42.518,22.795187
529.099,2023-07-10 07:14:43.555,22.8093
530.039,2023-07-10 07:14:44.506,22.799042
531.092,2023-07-10 07:14:45.542,22.801729
532.014,2023-07-10 07:14:46.493,22.825754
533.062,2023-07-10 07:14:47.530,22.819944
534.104,2023-07-10 07:14:48.566,22.818702
535.05,2023-07-10 07:14:49.517,22.799537
536.105,2023-07-10 07:14:50.554,22.801024
537.046,2023-07-10 07:14:51.504,22.809052
538.094,2023-07-10 07:14:52.541,22.813303
539.006,2023-07-10 07:14:53.491,22.81759
540.047,2023-07-10 07:14:54.528,22.795862
541.1,2023-07-10 07:14:55.565,22.811414
542.044,2023-07-10 07:14:56.515,22.816625
543.095,2023-07-10 07:14:57.552,22.798054
544.014,2023-07-10 07:14:58.502,22.781357
545.059,2023-07-10 07:14:59.539,22.832675
546.104,2023-07-10 07:15:00.576,22.819334
547.04,2023-07-10 07:15:01.526,22.803012
548.114,2023-07-10 07:15:02.650,22.796623
549.084,2023-07-10 07:15:03.514,22.805901
550.006,2023-07-10 07:15:04.464,22.796929
551.061,2023-07-10 07:15:05.501,22.807033
552.108,2023-07-10 07:15:06.538,22.797079
553.039,2023-07-10 07:15:07.488,22.796957
554.088,2023-07-10 07:15:08.525,22.805372
555.009,2023-07-10 07:15:09.475,22.790279
556.058,2023-07-10 07:15:10.512,22.801779
557.099,2023-07-10 07:15:11.549,22.800399
558.039,2023-07-10 07:15:12.499,22.804588
559.094,2023-07-10 07:15:13.536,22.813435
560.011,2023-07-10 07:15:14.486,22.802099
561.057,2023-07-10 07:15:15.523,22.805902
562.104,2023-07-10 07:15:16.560,22.805613
563.043,2023-07-10 07:15:17.510,22.811121
564.092,2023-07-10 07:15:18.547,22.794125
565.012,2023-07-10 07:15:19.498,22.813431
566.064,2023-07-10 07:15:20.534,22.822746
567.105,2023-07-10 07:15:21.571,22.803917
568.051,2023-07-10 07:15:22.522,22.812327
569.108,2023-07-10 07:15:23.558,22.810606
570.043,2023-07-10 07:15:24.509,22.818719
571.095,2023-07-10 07:15:25.546,22.808663
572.015,2023-07-10 07:15:26.496,22.813691
573.072,2023-07-10 07:15:27.533,22.806334
574.102,2023-07-10 07:15:28.570,22.800777
575.047,2023-07-10 07:15:29.520,22.808039
576.107,2023-07-10 07:15:30.557,22.812199
577.047,2023-07-10 07:15:31.507,22.802195
578.102,2023-07-10 07:15:32.544,22.818258
579.04,2023-07-10 07:15:33.494,22.801703
580.098,2023-07-10 07:15:34.618,22.81142
581.042,2023-07-10 07:15:35.482,22.81876
582.082,2023-07-10 07:15:36.518,22.800484
583.113,2023-07-10 07:15:37.555,22.801927
584.059,2023-07-10 07:15:38.506,22.805021
585.104,2023-07-10 07:15:39.542,22.805932
586.044,2023-07-10 07:15:40.493,22.808547
587.101,2023-07-10 07:15:41.616,22.794855
588.041,2023-07-10 07:15:42.480,22.798121
589.087,2023-07-10 07:15:43.517,22.804286
590.009,2023-07-10 07:15:44.467,22.801646
591.061,2023-07-10 07:15:45.504,22.794099
592.108,2023-07-10 07:15:46.541,22.802446
593.048,2023-07-10 07:15:47.491,22.796802
594.102,2023-07-10 07:15:48.614,22.803053
595.041,2023-07-10 07:15:49.478,22.784096
596.088,2023-07-10 07:15:50.515,22.800666
597.013,2023-07-10 07:15:51.466,22.788018
598.065,2023-07-10 07:15:52.502,22.795087
599.103,2023-07-10 07:15:53.539,22.79095
600.043,2023-07-10 07:15:54.490,22.809448
601.096,2023-07-10 07:15:55.526,22.798451
602.02,2023-07-10 07:15:56.477,22.798711
603.07,2023-07-10 07:15:57.514,22.809499
604.101,2023-07-10 07:15:58.550,22.798492
605.047,2023-07-10 07:15:59.501,22.805777
606.107,2023-07-10 07:16:00.624,22.811465
607.051,2023-07-10 07:16:01.488,22.809672
608.092,2023-07-10 07:16:02.525,22.809178
609.016,2023-07-10 07:16:03.475,22.815469
610.074,2023-07-10 07:16:04.512,22.807106
611.109,2023-07-10 07:16:05.549,22.811497
612.049,2023-07-10 07:16:06.499,22.799458
613.098,2023-07-10 07:16:07.536,22.791139
614.015,2023-07-10 07:16:08.486,22.799955
615.068,2023-07-10 07:16:09.523,22.800618
616.111,2023-07-10 07:16:10.560,22.795797
617.05,2023-07-10 07:16:11.510,22.807947
618.106,2023-07-10 07:16:12.547,22.795045
619.043,2023-07-10 07:16:13.498,22.79723
620.089,2023-07-10 07:16:14.534,22.79817
621.009,2023-07-10 07:16:15.485,22.803041
622.055,2023-07-10 07:16:16.522,22.801098
623.103,2023-07-10 07:16:17.558,22.78402
624.039,2023-07-10 07:16:18.509,22.820284
625.076,2023-07-10 07:16:19.546,22.79518
626.108,2023-07-10 07:16:20.582,22.795363
627.053,2023-07-10 07:16:21.533,22.802393
628.099,2023-07-10 07:16:22.570,22.796871
629.037,2023-07-10 07:16:23.520,22.792005
630.088,2023-07-10 07:16:24.557,22.805385
631.008,2023-07-10 07:16:25.421,22.798921
632.05,2023-07-10 07:16:26.544,22.792781
633.103,2023-07-10 07:16:27.581,22.795607
634.042,2023-07-10 07:16:28.531,22.793653
635.096,2023-07-10 07:16:29.568,22.79619
636.013,2023-07-10 07:16:30.432,22.789413
637.066,2023-07-10 07:16:31.555,22.801762
638.106,2023-07-10 07:16:32.592,22.808943
639.039,2023-07-10 07:16:33.456,22.807453
640.087,2023-07-10 07:16:34.579,22.811566
641.012,2023-07-10 07:16:35.443,22.807906
642.07,2023-07-10 07:16:36.566,22.804585
643.104,2023-07-10 07:16:37.603,22.81856
644.05,2023-07-10 07:16:38.467,22.803781
645.099,2023-07-10 07:16:39.590,22.80103
646.049,2023-07-10 07:16:40.541,22.806646
647.101,2023-07-10 07:16:41.578,22.795966
648.031,2023-07-10 07:16:42.442,22.795211
649.078,2023-07-10 07:16:43.565,22.793891
650.114,2023-07-10 07:16:44.602,22.786743
651.066,2023-07-10 07:16:45.552,22.787935
652.1,2023-07-10 07:16:46.589,22.794975
653.038,2023-07-10 07:16:47.539,22.795595
654.094,2023-07-10 07:16:48.576,22.790855
655.012,2023-07-10 07:16:49.440,22.790707
656.057,2023-07-10 07:16:50.477,22.794377
657.102,2023-07-10 07:16:51.600,22.796519
658.042,2023-07-10 07:16:52.464,22.798679
659.097,2023-07-10 07:16:53.587,22.804458
660.008,2023-07-10 07:16:54.451,22.795674
661.06,2023-07-10 07:16:55.488,22.800557
662.109,2023-07-10 07:16:56.611,22.802438
663.054,2023-07-10 07:16:57.475,22.791099
664.105,2023-07-10 07:16:58.598,22.803999
665.042,2023-07-10 07:16:59.462,22.809522
666.098,2023-07-10 07:17:00.586,22.795644
667.011,2023-07-10 07:17:01.450,22.798291
668.059,2023-07-10 07:17:02.486,22.802375
669.104,2023-07-10 07:17:03.610,22.791416
670.042,2023-07-10 07:17:04.474,22.790515
671.087,2023-07-10 07:17:05.510,22.795967
672.005,2023-07-10 07:17:06.461,22.816181
673.066,2023-07-10 07:17:07.498,22.79722
674.102,2023-07-10 07:17:08.534,22.797974
675.037,2023-07-10 07:17:09.485,22.801938
676.088,2023-07-10 07:17:10.522,22.787668
677.008,2023-07-10 07:17:11.472,22.799617
678.05,2023-07-10 07:17:12.509,22.795471
679.093,2023-07-10 07:17:13.546,22.806213
680.009,2023-07-10 07:17:14.496,22.801228
681.069,2023-07-10 07:17:15.533,22.792204
682.103,2023-07-10 07:17:16.570,22.784568
683.045,2023-07-10 07:17:17.520,22.806657
684.083,2023-07-10 07:17:18.557,22.808405
685.108,2023-07-10 07:17:19.594,22.807302
686.051,2023-07-10 07:17:20.544,22.803112
687.101,2023-07-10 07:17:21.581,22.802312
688.043,2023-07-10 07:17:22.531,22.803654
689.097,2023-07-10 07:17:23.568,22.801161
690.035,2023-07-10 07:17:24.518,22.806596
691.086,2023-07-10 07:17:25.555,22.777631
692.009,2023-07-10 07:17:26.419,22.796801
693.053,2023-07-10 07:17:27.542,22.79773
694.1,2023-07-10 07:17:28.579,22.790594
695.039,2023-07-10 07:17:29.530,22.79242
696.089,2023-07-10 07:17:30.566,22.799839
697.013,2023-07-10 07:17:31.430,22.801209
698.055,2023-07-10 07:17:32.467,22.789781
699.1,2023-07-10 07:17:33.590,22.784425
700.048,2023-07-10 07:17:34.541,22.80488
701.097,2023-07-10 07:17:35.578,22.802665
702.04,2023-07-10 07:17:36.528,22.814505
703.087,2023-07-10 07:17:37.565,22.79671
704.01,2023-07-10 07:17:38.429,22.798374
705.055,2023-07-10 07:17:39.466,22.813605
706.102,2023-07-10 07:17:40.589,22.815993
707.047,2023-07-10 07:17:41.539,22.795705
708.103,2023-07-10 07:17:42.576,22.803363
709.039,2023-07-10 07:17:43.526,22.803625
710.087,2023-07-10 07:17:44.563,22.808672
711.005,2023-07-10 07:17:45.427,22.793535
712.055,2023-07-10 07:17:46.550,22.800853
713.101,2023-07-10 07:17:47.587,22.792857
714.045,2023-07-10 07:17:48.538,22.80265
715.094,2023-07-10 07:17:49.574,22.789798
716.016,2023-07-10 07:17:50.438,22.783082
717.071,2023-07-10 07:17:51.562,22.796669
718.105,2023-07-10 07:17:52.598,22.794667
719.047,2023-07-10 07:17:53.462,22.797582
720.099,2023-07-10 07:17:54.586,22.795987
721.045,2023-07-10 07:17:55.536,22.800107
722.091,2023-07-10 07:17:56.573,22.805579
723.016,2023-07-10 07:17:57.437,22.808365
724.068,2023-07-10 07:17:58.560,22.804284
725.109,2023-07-10 07:17:59.597,22.801016
726.048,2023-07-10 07:18:00.461,22.791595
727.102,2023-07-10 07:18:01.584,22.798417
728.041,2023-07-10 07:18:02.534,22.780936
729.086,2023-07-10 07:18:03.571,22.802548
730.017,2023-07-10 07:18:04.435,22.78191
731.072,2023-07-10 07:18:05.558,22.79412
732.106,2023-07-10 07:18:06.595,22.789105
733.043,2023-07-10 07:18:07.459,22.794277
734.089,2023-07-10 07:18:08.582,22.800596
735.008,2023-07-10 07:18:09.446,22.796195
736.061,2023-07-10 07:18:10.483,22.806086
737.101,2023-07-10 07:18:11.606,22.808173
738.035,2023-07-10 07:18:12.470,22.809155
739.081,2023-07-10 07:18:13.507,22.80641
740.003,2023-07-10 07:18:14.458,22.803997
741.063,2023-07-10 07:18:15.494,22.803255
742.106,2023-07-10 07:18:16.618,22.819747
743.049,2023-07-10 07:18:17.482,22.801759
744.1,2023-07-10 07:18:18.605,22.797362
745.042,2023-07-10 07:18:19.469,22.805812
746.088,2023-07-10 07:18:20.506,22.789819
747.009,2023-07-10 07:18:21.456,22.792734
748.042,2023-07-10 07:18:22.493,22.785886
749.104,2023-07-10 07:18:23.616,22.808419
750.047,2023-07-10 07:18:24.480,22.776434
751.095,2023-07-10 07:18:25.517,22.795929
752.006,2023-07-10 07:18:26.467,22.787315
753.056,2023-07-10 07:18:27.504,22.803593
754.102,2023-07-10 07:18:28.541,22.79708
755.04,2023-07-10 07:18:29.491,22.80226
756.09,2023-07-10 07:18:30.528,22.812703
757.008,2023-07-10 07:18:31.478,22.81088
758.06,2023-07-10 07:18:32.515,22.791602
759.108,2023-07-10 07:18:33.552,22.796416
760.048,2023-07-10 07:18:34.502,22.797462
761.101,2023-07-10 07:18:35.539,22.809605
762.048,2023-07-10 07:18:36.490,22.806137
763.094,2023-07-10 07:18:37.526,22.80516
764.013,2023-07-10 07:18:38.477,22.789616
765.057,2023-07-10 07:18:39.514,22.799313
766.107,2023-07-10 07:18:40.550,22.793776
767.046,2023-07-10 07:18:41.501,22.793228
768.113,2023-07-10 07:18:42.624,22.776578
769.057,2023-07-10 07:18:43.488,22.79424
770.099,2023-07-10 07:18:44.611,22.783576
771.039,2023-07-10 07:18:45.475,22.79307
772.091,2023-07-10 07:18:46.512,22.793869
773.013,2023-07-10 07:18:47.462,22.791552
774.06,2023-07-10 07:18:48.499,22.804259
775.096,2023-07-10 07:18:49.536,22.797905
776.015,2023-07-10 07:18:50.486,22.798168
777.062,2023-07-10 07:18:51.523,22.785885
778.107,2023-07-10 07:18:52.560,22.775827
779.047,2023-07-10 07:18:53.510,22.794469
780.102,2023-07-10 07:18:54.547,22.791461
781.048,2023-07-10 07:18:55.498,22.798658
782.096,2023-07-10 07:18:56.621,22.804438
783.044,2023-07-10 07:18:57.485,22.804821
784.089,2023-07-10 07:18:58.522,22.795533
785.015,2023-07-10 07:18:59.472,22.807338
786.066,2023-07-10 07:19:00.509,22.795438
787.102,2023-07-10 07:19:01.546,22.783945
788.05,2023-07-10 07:19:02.496,22.790217
789.104,2023-07-10 07:19:03.533,22.791202
790.039,2023-07-10 07:19:04.483,22.785575
791.087,2023-07-10 07:19:05.520,22.792555
792.007,2023-07-10 07:19:06.470,22.798967
793.053,2023-07-10 07:19:07.507,22.809093
794.086,2023-07-10 07:19:08.544,22.803911
795.007,2023-07-10 07:19:09.494,22.799476
796.048,2023-07-10 07:19:10.531,22.769107
797.106,2023-07-10 07:19:11.568,22.793819
798.046,2023-07-10 07:19:12.518,22.798568
799.09,2023-07-10 07:19:13.555,22.80426
800.01,2023-07-10 07:19:14.419,22.806304
801.057,2023-07-10 07:19:15.542,22.799142
802.099,2023-07-10 07:19:16.579,22.802308
803.042,2023-07-10 07:19:17.530,22.802173
804.089,2023-07-10 07:19:18.566,22.797688
805.006,2023-07-10 07:19:19.430,22.813352
806.047,2023-07-10 07:19:20.467,22.796359
807.098,2023-07-10 07:19:21.590,22.802632
808.047,2023-07-10 07:19:22.541,22.780689
809.105,2023-07-10 07:19:23.578,22.790033
810.041,2023-07-10 07:19:24.528,22.788168
811.092,2023-07-10 07:19:25.565,22.798128
812.007,2023-07-10 07:19:26.429,22.800442
813.042,2023-07-10 07:19:27.466,22.79763
814.099,2023-07-10 07:19:28.589,22.806819
815.033,2023-07-10 07:19:29.453,22.795146
816.084,2023-07-10 07:19:30.576,22.79846
817.113,2023-07-10 07:19:31.613,22.795455
818.061,2023-07-10 07:19:32.477,22.794503
819.108,2023-07-10 07:19:33.600,22.800979
820.041,2023-07-10 07:19:34.464,22.793201
821.101,2023-07-10 07:19:35.587,22.801119
822.039,2023-07-10 07:19:36.451,22.808754
823.074,2023-07-10 07:19:37.488,22.7906
824.111,2023-07-10 07:19:38.611,22.770906
825.047,2023-07-10 07:19:39.475,22.798389
826.105,2023-07-10 07:19:40.598,22.784802
827.035,2023-07-10 07:19:41.462,22.796624
828.078,2023-07-10 07:19:42.499,22.807996
829.107,2023-07-10 07:19:43.622,22.802444
830.046,2023-07-10 07:19:44.486,22.799127
831.104,2023-07-10 07:19:45.610,22.790819
832.042,2023-07-10 07:19:46.474,22.790586
833.09,2023-07-10 07:19:47.510,22.790645
834.005,2023-07-10 07:19:48.461,22.785202
835.061,2023-07-10 07:19:49.498,22.796632
836.103,2023-07-10 07:19:50.534,22.791868
837.039,2023-07-10 07:19:51.485,22.790275
838.091,2023-07-10 07:19:52.522,22.795024
839.009,2023-07-10 07:19:53.472,22.788081
840.061,2023-07-10 07:19:54.509,22.806517
841.103,2023-07-10 07:19:55.546,22.797998
842.036,2023-07-10 07:19:56.496,22.78143
843.104,2023-07-10 07:19:57.533,22.803349
844.031,2023-07-10 07:19:58.483,22.804414
845.08,2023-07-10 07:19:59.520,22.795161
846.004,2023-07-10 07:20:00.470,22.799943
847.047,2023-07-10 07:20:01.507,22.792572
848.098,2023-07-10 07:20:02.544,22.791202
849.039,2023-07-10 07:20:03.494,22.776057
850.092,2023-07-10 07:20:04.531,22.786991
851.01,2023-07-10 07:20:05.482,22.800163
852.068,2023-07-10 07:20:06.518,22.798583
853.102,2023-07-10 07:20:07.555,22.794525
854.024,2023-07-10 07:20:08.506,22.788033
855.072,2023-07-10 07:20:09.542,22.789577
856.108,2023-07-10 07:20:10.579,22.791711
857.045,2023-07-10 07:20:11.530,22.791579
858.106,2023-07-10 07:20:12.566,22.786785
859.049,2023-07-10 07:20:13.517,22.793541
860.1,2023-07-10 07:20:14.554,22.78889
861.044,2023-07-10 07:20:15.504,22.805739
862.102,2023-07-10 07:20:16.541,22.789608
863.042,2023-07-10 07:20:17.491,22.807568
864.082,2023-07-10 07:20:18.528,22.794384
865.114,2023-07-10 07:20:19.565,22.798549
866.06,2023-07-10 07:20:20.515,22.792214
867.112,2023-07-10 07:20:21.552,22.79244
868.042,2023-07-10 07:20:22.502,22.787027
869.1,2023-07-10 07:20:23.539,22.784931
870.043,2023-07-10 07:20:24.490,22.798082
871.1,2023-07-10 07:20:25.613,22.793101
872.039,2023-07-10 07:20:26.477,22.7996
873.076,2023-07-10 07:20:27.514,22.802759000000002
874.104,2023-07-10 07:20:28.550,22.780139
875.041,2023-07-10 07:20:29.501,22.780797
876.088,2023-07-10 07:20:30.538,22.792184
877.01,2023-07-10 07:20:31.488,22.789204
878.054,2023-07-10 07:20:32.525,22.790164
879.104,2023-07-10 07:20:33.562,22.805325
880.048,2023-07-10 07:20:34.512,22.793662
881.098,2023-07-10 07:20:35.549,22.787871
882.019,2023-07-10 07:20:36.499,22.79692
883.066,2023-07-10 07:20:37.536,22.794155
884.107,2023-07-10 07:20:38.573,22.787897
885.044,2023-07-10 07:20:39.523,22.801981
886.088,2023-07-10 07:20:40.560,22.803231
887.003,2023-07-10 07:20:41.424,22.81917
888.058,2023-07-10 07:20:42.547,22.802957
889.104,2023-07-10 07:20:43.584,22.793573
890.042,2023-07-10 07:20:44.534,22.79715
891.093,2023-07-10 07:20:45.571,22.781867
892.011,2023-07-10 07:20:46.435,22.793973
893.055,2023-07-10 07:20:47.472,22.799239
894.103,2023-07-10 07:20:48.595,22.791108
895.039,2023-07-10 07:20:49.459,22.804264
896.087,2023-07-10 07:20:50.582,22.81071
897.01,2023-07-10 07:20:51.446,22.799246
898.063,2023-07-10 07:20:52.483,22.784568
